sanatci,soz
Çağrı Sinci,teşkilatsız eşkıyayım cephanem satırlarım.teşkilatsız eşkıyayım cephanem satırlarım.rastladım bi hayalete saman kağıt sayfalarında.aklım başımdaydı bütün zaman kaymalarında.en az sekiz tur attım gücüm yetti sahada rakip bitti.kaleye hakem geçti boş ver onu da çalımlarız lan.bizde böyle pistte kaygan adımlar hızlı.doğru hastayız çok hastayız bu atan nabız mı.zihin kabızlığına çare şarkılar yazıp da sakladım sanal bi’ dehlize.ne dersin anımsadın mı.hastayız çok hastayız ve tedavimiz ağır.pişman olmadık ki hiçbi kararımızdan.vaz da geçtik gün gelince yararımızdan.bakarsın meyveler de biter bi gün darağacımızda.burası yarı açık bi’ cezaevi biz kazıp tünel koşarken.anladık ki mesaimiz başlamamış daha.ne halimiz varsa şimdi başka yarışlar peşinde aç.ve varış çizgisinde kaskatıyız bak.cızırdayan plaklarda dinlerim müziği.döner hep aklımda olağanüstü daimi sorunlarım.en hakiki durumlarda kulaklığında biz.kulaklığında pis sokakların manevi çocukları.cızırdayan plaklarda dinlerim müziği.ben bir teşkilatsız eşkıyayım cephanem satırlarım.en hasarlı durumlarda kulaklığında biz.kulaklığında pis sokakların manevi çocukları
Çağrı Sinci,çağrı sinci namı değer çs.99 peacemaker bilen bilir neyse.sokakların manevi çocukları basic.senin oğlan bize ayak bağı oldu teyze.styleımın ilhamını style kingden aldım .dinle duy bizde ruh detaylarda saklı.i̇htiyar nalburdan spreyler çaldım.i̇şte bu beatin ismi tdef rock tatlım.karakolda top rock yapamazsın korkak.abiler biraderler hepsi eski toprak.ben sokağı seçmişim ki bağlasan da durmam.bağırcam kafiyemi sağırlar da duycak.thirtysix memleketime çok uzakta kaldı.ben de i̇zmirin duvarlarına 36 yazdım.her gün izledim ustalarımı hiç bi türlü bıkmadım.disslediğim yavşak insan içine çıkmasın .peder bey hep giderli pantolonum bol diye.duvarlarını boyarsam komşular kızar yine.parmağımda sprey izi kaldı moruk eyvah.dışarda hep birinci.sınıfta hep sonuncu.yine bassı kökledim .yine hoparlörüm bozuldu.dışarda hep birinci.sınıfta hep sonuncu.yine bassı kökledim .yine hoparlörüm bozuldu
Çağrı Sinci,hayallerini odanda yaşa abicim kovarlar seni.ortamdan sokakta böyle barınamazsın.bütün hezeyanlar son anda biter bi dünya yol alcan.daha ki bana sorarsan pek fazla da yok şansın.biz helak olmuş bi kavmiz türkçe rapçiler.yüzyıl sonra inceliycekler bizi tarihçiler.maalesef yanlış giden tek bişey değil ve.unutmadan aşık çocuk koyiyim senin yapcağın işe.maksadın müzik yapmak değil neden öyleymiş gibi.anca saçmalarsın aslında yok söyliycek bişin.şarkından çok fotoğrafın var lan profilinde.sosyal medya yazarı mısın sikiyim senin yapcağın işi.rapçi olduğumu söylemeye utandığım şu günler.düşünebilen yetişkinler güzel müzik dinler.senin şarkı diye yayınladığın gürültüye sokim.piç ettin len aşkımızı yapcağın işe koyim.18den küçüklerle mikrofonlar bozukken.ve siz tam orda dururken yapcağnız işe koyim.eğlenmiyo hiçbiriniz dinlenmiyo işleriniz.i̇çerikse sikleriniz yapcağnız işe koyim.kafiyeyi geçiştir ve abilerin hep işsiz.asi değil eziksin yapcağnız işe koyim.ünlü gibi triplerde yalandan da bi diklen ve.i̇maj yapar tweetlerle yapcağnız işe koyim.bilmiyosun ne ki stil hobi değil rap iştir.yapma dinle pekiştir yapcağnız işe koyim.seversiniz dedikodu alın size yeni konu.i̇ster rapçi sevin onu yapcağnız işe koyim.i̇mkan az ufkun dar ortam mal yurdumda.i̇nsanlar sussunlar yapcağnız işe koyim.kaçcam ben bol şans kimse bilmez sorsan.bin sattı mutsuz korsan yapcağnız işe koyim
Çağrı Sinci,burda kavga kaçınılmaz kaçınız rahatsınız.açılın az bu faunus çok havasız bak.sıkılmak adlı hastalıktan muzdaribiz evet napalım yani.burda yerimiz dar.gülen insan görünce bazen saldırmak istersen aldırma.aynı sorun bende de var.uyuşturucu seni pasifize eder.ama kandırma kendini .sonra olma yerlebir.birbirimizi yesek de bil kişisel değildir.o kadar daralmışız ki burda şiddet sihirli.bilir misin beta balığı akvaryumda katilken.akarsuya saldığında sükenete meyilli.camdan duvarlar yani kurallar.görmesen de hissedersin insanlar uyarlar.beni uyarma senin yaptığını yapmazsam.dönüp dursam da yerimde benim bi rüyam var.kafanı yap yat kalk beslen iç sıç kafanı yap yat.kafanı yap yat kalk beslen iç sıç kafanı yap yat.kafanı yap yat kalk beslen iç sıç kafanı yap yat.kafanı yap yat kalk beslen iç sıç kafanı yap yat
Çağrı Sinci,neden diye sorduğumda büyüyünce anlarsın demişlerdi.hala anlamadım insanların nedir derdi.gelip bana sorsa biri şimdi ne istersin.çocukluğum derdim unutmak isterdim.bilinçaltımız benzer kuytu bi ormana hatıralar çıkıp gelir en mutlu anında sormadan.kabus ülkesinden hisle beslenirler ve netleşir resimler.çocukluğum hatırlamak istemediğim dünler.ben fotoğraf albümlerine bakarken gülmem.etkisinden kurtulmam 1 saniye sürmez ama.o saniye zannederim tek çarem ölmem.yoksulsan hayal kurarsın ve çocukken ben hayal kurmaktan da öte hayal yaşardım.sanmayın ki kaçardım.gerçeğin tam ortasında gerçeğin ta kendisine savaş açardım. .çocukluğum şahit olduklarım korkularım hayallerim sorgularım kavgalarım.çocukluğum i̇nandığım masallar ağladığım o anlar geride kalanlar.çocuk olmak mucizeyi tatmak mı yoksa her gün yeni kavgalara kurban olmak mı.kumla kale evleri yaratmak mı yoksa suskunluğu koruyarak çığlıklar atmak mı.çocuk neşe saçmaktır legoları kurmaktır hayallerin dünyasına balıklama dalmaktır.ama onu aldattık bi çok insan kaypaktır hani bizim i̇lkemiz küçükleri korumaktı büyükleri saymaktı.gözümün önünde dünüm kimisi gibi küçük yaşta erkenden büyüdüm.o günler büyülü olmalıdır yoksa ağır bedeli.çok yakında baba olcam.fakat yemin ederim söz verdim kendime çare bulmak için onun her bi derdinde çare olcam.senle ben de doğcam senin yerine hayaller kurup baban seni zorlamaycak hep yanında olcak
Çağrı Sinci,melekler fısıldar kulağıma.yağarım ben yağmur olur sağanak yükselirim daha da.ruhum on yedidir hala.onca şeye rağmen gizli adımız duvarda.melekler fısıldar kulağıma.yağarım ben yağmur olur sağanak yükselirim daha da.ruhum on yedidir hala.onca şeye rağmen gizli adımız duvarda.kafamın dikine giderim hep  bu rolü kim bana biçebilir.kuralı koyanın adını duyalım adımı hangisi silebilir.attığım adımı takip edenin niyeti belli değil ki.kaçtığımız görülmemiştir bi daha bi belirtiyim .günaydın salağa yatanı çok iyi tanıdım uyardım.beni görünce çıkaramazsan adımı kesin duyarsın.bu kafiyeler vazife yapmıyorum nazire.mikrofonda çağrı sinci canlı kanlı hazine.mesele farklı mesele meydan okumak uzay zamana.bu zamanda böyle stil kalır tadım damağında.duyanlar şaşırıp aşırı şekilde peşime dolarlar.ve sorarlar nasıl yazdın böyle hasta.satırlarımı melekler fısıldar kulağıma.fezada haber veren bir garip ulağım ben.bi yandan sükunetle parlatan bıçağını.yankılanır çağrım bu yüzden adım çağrı
Çağrı Sinci,flu.belki on yılın hatırası flu .detaylar silik ve çoğunlukla flu.belki on yılın hatırası flu .ah bu benim yarım yamalak aklım.kalkıp bunca yanılsamanın ortasında kafayı yanılmamaya taktım.ne yapayım çok kısıtlı vaktim.yavaş veya hızlı lakin hep değişti takvim.bi sakin önceleri de unutmaktı mesele.şimdi en iyi ihtimalle belki bi’ iki şanslı tahmin.kimsin söyle neydi ismin.düşünüp hatırlamaya inan kalmamış mecalim.öyle günler oldu güneş doğup battı bikaç kez.amaç buydu zaten amaç bayılmak tam isabet.bikaç sisli sahne bi’kaç çok belirsiz işaretle geçmiş otuz yılım.bölük pörçük hepsi hesap et.kusmuk klozet kusmuk yastık.koştuk bazen düştük kalktık.kusmuk klozet kusmuk.nihayet adil olmadığını anladık da tamam şimdi nolcak.ne yapayım modern tıptan hiçbi fayda görmedim ki.hiçbi uzman anlamazdı söylediğimi.yaşım küçüktü bayağı belki dilim dönmemiştir.oysa inanmıştım gözlerimle görmediğime.yaşıyo sayılmazsın en az üç kez ölmediysen.bırak onlar mutlu nakaratlar söylesin hep.realiteyle aram bozuk bağım kopuk yolum yokuş yolum yokuş.bilmem nasıl yön verilcek
Çağrı Sinci,bu dünyanın sonu ne zaman gelecek.sordum hep kendime.benimkini kim değiştirecek.bahanelerimin beni ikna etmesine imkan çok.i̇ş güç diyerek her gün aynı yolu.koşturduğumuz monotonluk kimin oyunu.tükenen sabrımı sokaklarda test ettiğim doğrudur.taşmasına lüzum yok.anladım ben bu bilinmezliğin mecbur konuğuyum.gittiğim her batının doğusuyum.deniz kıyısı kokusuyum.i̇lkbaharda saçlarının lodosuyum.i̇lişmişsin dibime kadar.kadın gözyaşları kuyusuyum.zeytinlerin değişmez de huyu suyu.ama bilirim istemek başarmanın yarısıdır.yağmurla yeşillendim.ve yaktım kendime neşe verdim.dudaktı uzandım alevlendi.bana külden kalan ben mi
Çağrı Sinci,beton blokların arasına.köprüler kuruldu ama sırat.kuytu sokakların arası dar.dolar havasına zehir solur iki yakası da.aga sınav değildi hayat ama sınandım.farkına var anlattıkları onca masal mı.yargılayan suçlu arayan ucuz romansın.kaygı yayar o yüzden artık umursamam.kırk derdin olsa sunmaz hiç devanı.ellerinde hançer hepsi bekler intikamı.dağılın yenilip çeksem inzivamı.yine de gizli nefretimle kesmem hiç selamı fena mı.yükselirken bulutlar kadar irtifamız.artık saklanmam umutlar kazığa .bağlanmaz unutmam tasam.neydi sanki haklı çıksam da kuyumdan kazan uyutmaz masal.zaman olsa da koş sabah onda varoşta bi boş gezen olsam.çabam olsa da boş yaşam onca kaosla geçer neşen olsam .zaman olsa da koş sabah onda varoşta bi boş gezen olsam.çabam olsa da boş yaşam onca kaosla geçer neşen olsam
Çağrı Sinci,dışarda ışık biraz parlak.kıyafetler mattır misafirler bankta.partilerler arkadaşlar her gün aynı parkta.emir falan veren varsa kalkar orta parmak.var mı dışarda işaretler tuhaf.dinlediğimiz şarkılar da ticaretten muaf.kalkamicam hiç yerimden biraz fazla pasta için.eğer benim payım varsa bi zahmet sen uzat.albümlerini bas çoğalt sat sonra el altından erit.ana akıma göz kırpmayan yeraltında elit.memleketim karşıyaka bu ara üsküdardayım.bak emniyette giyotin var selamsızda çevik.dostumuz var bizim yalnız patronumuz yok.fanboyumuz yok saksocumuz yok.özgürüm ben özgür olcam var mısın iddiaya.devlet dairesinde ders verirken pantolonum bol.çemberin dışındayım dedim ben herkese.duymadınız mı duymadınız mı.özgürüm ve özgür olcam günde 50 kez.siz uymayın bize uymayın bize.neden müzik yaparsınız abi siz dedi.söyliyim dedim söyliyim tabii.güzel müzik yapmak için abicim dedim.anlamış mıdır
Çağrı Sinci,bazen geçmişe yolculuk etmek isterim kendimi disslerim.yorgun hislerim gerginim içimde garip bi histeri.yokmuş derdim kendime dert aramışım bu normal değil ki.yok ya ondan değildir baksana ortam değişti.kumdan kaleleri tekmelemişim hep birinin içinde de taş varmış.karnım tok gözüm toktu bir tek ruhum aç kalmış.oyun bitti herkes gitti baksana çoktan zil çalmış.başkası olmaya çalışırken ben uykumu kaçıran vicdanmış.tabii insansın en çok kaç sene maskara olmayabilirsin ki.kaybolduysan kendine dön ben döndüm elimde silgi.hatırla kimsin kim değilsin bir şekildе kaçınılmazı gör incelikle.başa sarmasın hiç değilsе iyileşirsin.fazla şımardık bunun arkasında kargaşa vardı.yağmur azaldı hadi güneşli günler başlasın artık.yargı zamanı ama değil herkes suçunun farkında.biz bu ateşi hiç yoktan yere yaktık tüm hatıralar aklımda.yerin en dibinde partiledim .terazisi kaymış tahtırevanımın ivedilikle bunu tamir edin.ben geleceğimden af diledim .yarını tatil edin çs martin eden.seçenekler akla kara .sürgünüm taklamakan .koyuyum kapkaradan .halimiz maskaradan .seçenekler akla kara .sürgünüm taklamakan .koyuyum kapkaradan .halimiz maskaradan
Çağrı Sinci,ya ya.uyandın karanlık gergin misin.hiçbir fikrin yok derdin ne kendindesin .hangi yıldasın.hangi şehirdesin.sakin ol hatırlıycan her günkü gibi.sakın unutma önce kahve sonra sigaralık.lütfen hiç uğruna heba etme prensiplerini .her yerin yabancısı çık sokağa çekinme.hiç değilse selam verir semtin delisi.şimdi kendinle bir başına renginse bitap.kaçış biletin elinde renksiz bir kitap.mevsim de bir değişik ne soğuk nе sıcak.sevmesen dе bir şeyleri sevmiş gibi yap.ki neyi sevsen hemen istersin bir daha .unutmak zaman zaman istemsiz bir haz.çok ta bir şey istemedin aslında baktığında.aşk hürriyet devrim ve hiphoptan başka.gürültü kafa ket.yürür bu hiphop head.96 yapımı bu canavarın adını sen bilmemeye inat et.yeğenimin aklına yet önce.sonrasında gelip yazıma laf et kolpa.yazdığım yegane dert ortağım o.bunu der toplarım yo.katil bir kahraman gibi poz verir.sözü hoş gelir cühelaya.uzun uzadıya kutu kuralına göre çalışır.evinin salonuna kadar ulaşır o.mezapotamyamın baharı da kana bulanır ah.bana kasatura sana iğnenin ucu.hayat yazı tura hangi ibnenin suçu.kayıp o pusulan peşinde peşinin.koyim o düşünün amına fitnei fücur.edirneden ardahana.torostan nurdağına kadar uzanır o sözüm faşizanın kulağına.tehlikeli bir nara .tehlikeli bir nara faşizanın kulağına
Çağrı Sinci,kelimelerimi dizerim sadekar titizliğinde.geri dönebilirim adımı soran olursa izinliydim.yenilenebilirim rejenerasyon da derler seyret bitirdiğimde.mevzu kalemse ben zaten en iyisiydim.denemediğim şey kalmadı diyemem sessiz taşırım bayrağımı ya.dengim varsa da geçmez bir elin parmağını.sen anlayamıyorsun benim mürekkep kaynağımı.şiir yürekten gelir fakat gösterişçiler yer kaymağını.söylediklerim beş büyük şehrin armağanı.her zirvede var izi parmağımın.sen dinle ve ol bizi pervane.bazen hiç anlayamıyorsun niye rahatım lan.tabii rahat olacağım her ekibin en yeteniklisi benim hayranımken.veryansın bak bu türkçe ile break dance’ım.gel gücün varsa bile bi karşıma sahnede sokakta fark etmez.veryansın bak bu türkçe ile break dance’ım.gel gücün varsa bile bi karşıma içerde dışarda fark etmez.  beni karıştırmayın bu oyuna.ellerim kirlenir dokunduğumda.yaptığınız işler hep boşuna.kazanıcam yine bu oyunu sonunda
Çağrı Sinci,bu zehri erkeksen iç iç.bu zehri erkeksen iç iç .bu zehri erkeksen iç iç  .bu zehri erkeksen iç iç .çürüdü neslin insanoğlu iyi niyet de zor.yanan çehrenin yalandan oluşmuş cephanesi bu dilde kor .üfle sönsün hayallerim.zaten kibritin verdiği bi ışıktan ibaretim.bak hayatım hayatın asgarisi hayatım.biz gerçek anlamda kaç kahpeye bıraktık hayatı.duygularıma kramp girdi bu kez yaş değil kan aksın.fark etmiyor erkekliğiniz ben her yerimi kanattım.bazı günler gelip çattı gözyaşımda boğuldum.ortalık dost kaynıyordu da durduk yere mi kurulduk.sözlerimde anlatsam da sözde adamlığını.yalan karakterin paçalarından aktı biraz utan utan.hatrı attım kenara bakamam artık geriye.beni bu mesele iyice yordu sustuğum ne varsa kustum.puştluğun yok sınırı haysiyetsiz adamlardan.bak bi bana ben görüp geçirdiklerimden ilham alarak yazdım.her bi satırı her bi satıra içimi döktüm.geçmişimle günümü kıyaslayanlara da hediyem olsun .çünkü çoğunun aklı kaldı anlatmadıklarımda.bakın anlattıklarımdan korkup çekildiler yolumdan.kimseye yok garezim kimseye tutmadım kin.yalnız gülerek izledim hakkımda atıp tutanları.bir filmden ibaret sandığın hayatımda durmadan hep koştum.kimsenin değildim umru sustum
Çağrı Sinci,bir devamlı kimsesizlik hissi.bir sürekli ait olmamak ve anlaşılmamak hikayesidir bu.hah bakma gülüp geçtik.unuttuk neydi bizi böyle gülümsetti.zaman bilir hangimiz bozuldu hangimiz düzeldi.şahidimiz şairimiz öldü çoktan hepsi.görmüyorsun işte sen de nerde gümüş tepsi.bizde yok ki böyle bi şey mevcudiyeti nerden esti.fotoğraflar klasöründe annemin o resmi.durup dururken öyle baktı çekti resti.anne bu insanlar seslerini boş yere mi kesti.öyle baktı resim ve duyduğum aynı sesti.bir tarafta kеndilerini açlıktan öldürenler.bir tarafta çok yеmekten hasta olanlar var.bir tarafta haz uğruna kalbini söndürenler.bir tarafta aşkı için göğsü yananlar var.bu laflar başka çağın lafları saçma bulurlar sesli söylediğimde.haklısın dediklerin doğru fakat başka türlü demek gerek böyle değil de.ruhumun yaşlı kısmı birleşince kalemle aklımın yaslı kısmı coşar böyle birden.haklısın dediklerin doğru fakat başka türlü demek gerek böyle değil de
